,FMV
0,1.3877872786627719
1,0.8548270622650956
2,1.7130236861034571
3,4.00559131205248
4,1.7044562074651608
5,0.9806457054216918
6,1.83285263062485
7,1.3297844783647175
8,2.104587224299835
9,0.6097364409401665
10,0.8675736957812233
11,1.9329684620306993
12,1.818339506024343
13,2.014765327986816
14,1.9554126807927468
15,2.978174524089246
16,1.2608455245855152
17,0.8372735550525524
18,0.9192746740860033
19,1.901722392387593
20,1.227981815174072
21,1.6945654483917842
22,0.8198074364319441
23,1.8180607532608901
24,0.5270442399966975
25,0.5945125634880488
26,0.711917072772602
27,0.8703394483866089
28,0.5091020251672033
29,0.9637915968818918
30,1.2310817578531326
31,0.6960310497539008
32,0.44938486609492956
33,4.982668576596209
34,0.8669750519315683
35,4.453031395035178
36,0.9831498563183262
37,6.153678043492682
38,1.7027658321919612
39,1.8696432389838895
40,0.6538930912696622
41,1.3294001450318471
42,1.0261496474107807
43,0.9444348224506691
44,0.7985864441645807
45,1.5738842745832367
46,0.7095390907841695
47,1.160561737372658
48,1.8791947200737866
49,3.068210073192436
50,1.9446901968215655
51,1.2305641175576703
52,0.9692552758709628
53,1.6080338350421142
54,2.0497099139590707
55,0.8652996021506667
56,0.8883326118725198
57,1.8584379397222897
58,1.556137958255638
59,0.5470194046539341
60,1.6636892931135079
61,1.0837600549037816
62,0.9473701038513652
63,0.8570128098000249
64,1.0364829488315994
65,0.9831871085914794
66,1.291168532512985
67,2.7132563372359813
68,1.3503988171756214
69,0.38054711895683374
70,1.4521699123439116
71,1.3420648042499737
72,1.2726242208941212
73,0.45839803938419593
74,1.848173229962798
75,1.1787822797499985
76,1.7991298837034426
77,1.9896912799417545
78,1.8036545693293373
79,1.1942001301269554
80,1.0601250860993392
81,1.0735638291196827
82,1.1402782230145194
83,0.6659181623051685
84,0.5777407026883354
85,1.71599341789263
86,1.0350296960694152
87,3.2625608185963326
88,2.6202007686676736
89,1.7312222104532773
90,1.3350663999269126
91,0.6049383503324923
92,1.6387356254213483
93,0.8554731837696755
94,1.0819328520715672
95,2.0612856019522385
96,3.053294681720298
97,2.3706486721623214
98,1.2615628467240259
99,0.8392614789330628
100,0.635544104803668
101,1.1546747711942715
102,0.7048113819131504
103,1.6476092278766452
104,0.8694963364775328
105,0.4905067733978374
106,1.7361220655412546
107,0.8793307252542752
108,1.5531202377374416
109,0.6883595609708386
110,0.8779406514469951
111,1.1793692960169229
112,2.074170408473317
113,1.117875517239814
114,2.269719776596456
115,0.9379925587574063
116,1.347838786636108
117,6.241037259317037
118,1.609460076493844
119,0.8276881447692563
120,1.910923215021226
121,1.6848250896647166
122,1.5472882078299
123,1.6871221037889612
124,1.8742842991180977
125,2.291515235065698
126,10.697631880464211
127,1.0840902994774393
128,1.9237934594377981
129,1.968683175262394
130,2.0537672655134234
131,0.5554730682810471
132,0.9406445179667792
133,1.7142102824107723
134,0.3373836456452782
135,1.3323616258253792
136,5.538267004155539
137,0.8095385575719242
138,1.0780838653121219
139,0.6039787762988
140,2.2651368102612754
141,1.2441494989659858
142,1.975525020643733
143,0.7800278417696276
144,1.593557352989305
145,1.3572270043575245
146,1.8896049001817214
147,2.973672609433096
148,1.267594843008664
149,1.1923247079261987
150,1.4091928831637366
151,3.922474875539235
152,3.837107449093378
153,0.8719557805660298
154,0.944286383294483
155,0.695125809036596
156,2.160364896657622
157,1.057929590246857
158,2.216651793568569
159,1.2186408404411055
160,2.9952629959609367
161,0.544508100350511
162,0.8257676581667238
163,2.5642883550277884
164,1.1820783479004646
165,3.4660456975644816
166,1.9704548550891152
167,2.1814262473971477
168,1.292538789772905
169,1.71540570871374
170,0.43398192801383073
171,1.263474741722102
172,2.068769040288246
173,2.919039243123963
174,1.2659099489660979
175,1.3354425141927495
176,0.7544005863349272
177,0.8295906292711488
178,3.035429011115835
179,3.2163232706670795
180,2.7281402897414915
181,1.1143956613491135
182,1.0180757285111548
183,0.559387844392964
184,0.6967788454952152
185,1.8845432729666087
186,1.1922082520937625
187,1.0237544169542987
188,1.617489671925526
189,0.779309727856003
190,0.4365289575152776
191,1.1592871643586817
192,1.08262184612941
193,1.06983898294333
194,0.6270176405667931
195,1.2219754334376647
196,1.4805239100297742
197,0.8632528210454014
198,1.744076868375946
199,1.5375724818875371
200,1.2314434876268672
201,3.263614509224227
202,1.1645577289299691
203,1.885333960904242
204,1.5701611018428818
205,3.0546516168063436
206,0.7375914964700093
207,1.4535908462894633
208,1.383625783278907
209,0.8566061107240607
210,1.6260844638149095
211,3.0127715630487444
212,1.533139418049797
213,0.8341869675874956
214,0.838787143693205
215,1.0067415930939938
216,2.1122684492434862
217,0.6041030129702172
218,4.001626131987254
219,0.8391108682769433
220,0.8596357565317636
221,1.0428133335675065
222,1.6644060373666587
223,1.2289764942493462
224,2.445369975655259
225,0.9967433289909331
226,0.9280985121019143
227,3.066500829369571
228,3.061706122245732
229,1.902062121833943
230,1.2202608747260446
231,1.0069651655915548
232,1.907071906115438
233,0.9267154420443624
234,0.7466236173149559
235,1.7695536160156402
236,0.5326206229324918
237,0.5807158287514937
238,4.669313496041075
239,1.9607968677763636
240,1.0249614945547347
241,4.117352275732769
242,0.7076765607974452
243,1.3177945820775436
244,1.2705985346611979
245,1.5635335698450485
246,0.8560739322978433
247,1.8697174794776572
248,1.096653138624209
249,1.2867126878519066
250,0.7535513519209655
251,1.9788872470203045
252,1.135387260073862
253,0.9827742935573404
254,1.8200484301837199
255,1.9620398935356622
256,1.3362865505346835
257,3.1436252737520047
258,0.5899372462761694
259,3.8775725121117572
260,3.292826458203441
261,0.7270355609645915
262,1.3484476993535013
263,2.311999641212955
264,1.6477817984030636
265,0.7649849246543077
266,0.8407819741087931
267,0.8443661790734568
268,2.180027800573284
269,4.270698195663428
270,0.832336067323156
271,1.3681935579424624
272,0.549035216499679
273,1.4644928611896257
274,0.7261135987354179
275,0.5669515750027059
276,0.6480423073273068
277,1.7517548307805981
278,1.7613389997500768
279,1.3341166306673018
280,1.5700721851975203
281,0.9785701172465269
282,1.309855271759816
283,0.46685334040872734
284,1.0073458315197261
285,1.961349201344972
286,2.0189473205892097
287,1.975476343286047
288,1.1698681086379046
289,0.8164212742258707
290,1.04191702015793
291,0.981735152330438
292,0.9764922955436983
293,0.6828381243383373
294,1.7443200020803402
295,2.4518349012912157
296,1.0700496279541343
297,0.8745580860617457
298,0.6662512181485285
299,2.2649358889168494
300,0.9426735914063719
301,1.367071963699253
302,1.0109513008461803
303,0.9649152610708327
304,1.34198086929868
305,1.0351594952900698
306,1.221701416472268
307,0.6630263849683716
308,1.4297390329363384
309,2.367084777656482
310,0.9045160349645807
311,2.594700263390694
312,0.8638525508296501
313,1.8177950959235698
314,1.0877016592998145
315,3.073386142996111
316,0.8824175757610325
317,1.1828834554196699
318,0.4583051765992351
319,0.9147953402451569
320,0.609749135763075
321,1.0263414317859934
322,0.6568390859988394
323,3.2630712838849445
324,1.2121962172950624
325,1.8091208666553045
326,0.8917970166106676
327,0.6707018770343344
328,0.560195522454541
329,3.502629496377493
330,1.5293198280537825
331,2.3564156403734158
332,1.3056362537222748
333,0.6826336053424904
334,1.7709514741825911
335,1.5113266376233172
336,1.9134880162002328
337,1.277231227103396
338,1.000329936392297
339,3.4655277061685075
340,2.5421337820755823
341,1.8019993299246315
342,1.6172385560889964
343,0.7676789647920785
344,0.6567551725626611
345,1.188652600629808
346,2.0423980812540954
347,1.181732785464062
348,1.1014097317682614
349,1.224492027893126
350,2.832687950014155
351,1.7973529000805717
352,1.451873465477037
353,0.910045571832618
354,1.3980791992860566
355,1.1942545811982495
356,2.393055139611536
357,2.1999145844585803
358,0.6593456437118539
359,0.730598602472439
360,0.8232950972893901
361,2.651956137254774
362,1.6994603458371245
363,1.2872328523715677
364,1.0845798272557314
365,7.467729586520912
366,1.5568695144881268
367,1.0902104586307388
368,1.1557199605916877
369,0.9928785586208806
370,1.4964665479966643
371,2.845126499311687
372,0.9870033771727749
373,1.8275326267766085
374,0.6540222844267337
375,0.359653205241659
376,0.9324466283684992
377,0.4584837877846591
378,0.9475734945670325
379,0.9306717198759679
380,1.3841633258118207
381,1.8216656496803707
382,1.9633622807973905
383,0.9240080196132335
384,1.770170106400163
385,0.8205559745206922
386,1.47034295793685
387,2.4909795256607046
388,0.8728859300608006
389,2.0292034661494798
390,1.0036089304623097
391,1.7193174152758004
392,0.7524701511607109
393,1.0558041536922695
394,1.5357365521521642
395,0.6744897320046084
396,1.1702537739678534
397,0.7934919732827808
398,0.862258847193263
399,0.6184873677052007
400,1.5894324135398508
401,0.9416933761356807
402,1.7823934160281294
403,1.1938174606093674
404,3.554626028606529
405,1.2427463065298991
406,0.541119704961369
407,1.6393571196242784
408,1.2026043656121355
409,1.0777607112446563
410,0.5545381086968877
411,0.5276929666261636
412,0.8839231682620202
413,1.3802866897465984
414,1.4850944082105926
415,1.4905881359695146
416,0.734582070954016
417,3.506511347063307
418,1.1629411527014857
419,1.223424217087994
420,1.4654227838823684
421,0.7595119262148102
422,0.6985373332413436
423,2.6379412809494927
424,1.3338308156926035
425,0.6667234766040331
426,8.953861936874691
427,1.3103375929461079
428,0.5989662088319662
429,0.9150075848287209
430,0.5288528896242821
431,1.4855893208468283
432,1.374315511612272
433,3.892171454369629
434,0.9580828874355339
435,1.0660813449949322
436,1.5368205065390927
437,1.8489072490696925
438,0.8065420383607966
439,3.6326386040611793
440,0.5806432502774586
441,0.7623816702844292
442,2.487507943779625
443,1.1963215157317848
444,3.210744914087743
445,1.167473537068325
446,0.813241822452226
447,2.372443972400145
448,1.3690222964767305
449,0.888947415848346
450,1.9792702546772625
451,1.6725977956608316
452,0.6733587011832227
453,1.4508658344990515
454,0.4670369804627879
455,0.696982830463328
456,0.9920451360364305
457,1.2598529176495241
458,1.1755979715593516
459,0.8508696138328193
460,1.3633061534364714
461,3.444073137129525
462,1.6071007440763705
463,1.0318454633928837
464,0.7948927675540244
465,1.4110264291729346
466,0.9834946912445764
467,0.9155459792883043
468,1.3125383271463853
469,0.7603792027648524
470,4.339435326034884
471,3.3670494599753464
472,0.9373143594936834
473,0.8800898795998834
474,2.6667153255026284
475,0.6799193820751155
476,2.92552502152344
477,1.594859454175691
478,1.1059987224373764
479,0.8190057140506871
480,1.0654989165503093
481,0.5784733231871974
482,1.346071210355204
483,1.3326612404200937
484,1.2621766142760515
485,0.9294059617370762
486,1.3611198602906842
487,0.9511647878836481
488,2.0955425137200048
489,2.043735307533521
490,1.6356634431143118
491,1.3834180008445804
492,1.718017190261857
493,1.3979431517872238
494,2.437321053375027
495,2.0847479268357647
496,0.663200138834751
497,1.0909056361484857
498,1.2428132464897665
499,1.002176012252971
500,0.5842506892532661
501,1.380070511033743
502,2.7222883913787834
503,0.6918204192825692
504,1.2013343948799158
505,1.0823992007567493
506,17.575667695058346
507,1.0744427315438418
508,2.010694895005527
509,0.8154783965788301
510,1.6641572332610528
511,1.5989586925806927
512,2.4750630393816335
513,0.7501743376186034
514,1.0931492580733544
515,0.958210762147044
516,1.9017546275882597
517,1.5981015305020916
518,8.692957466896269
519,1.3552002041501934
520,0.8219236424292062
521,1.3673629357821777
522,2.0843126024458765
523,1.3152566562662484
524,0.6746934578851677
525,1.4470446826178576
526,1.056461196970012
527,1.0794687412193513
528,0.849323555611703
529,0.6705029140944326
530,2.30555709597677
531,2.02528704588523
532,1.0303267823400086
533,2.4996017034787603
534,1.0025330973970332
535,1.119382139020396
536,1.151835459948348
537,0.8074769778502706
538,1.2704976531016172
