,FMV
539,0.3682009345399826
540,1.1265758829500534
541,0.5779123606487422
542,0.3893640016935089
543,0.8868872281780427
544,0.682913211573025
545,2.750094353520517
546,0.9239437195322339
547,1.8055118376150021
548,0.4670885038760204
549,1.6533405233742207
550,2.655293490090218
551,0.38163173126125516
552,0.9053928704270703
553,0.5005356979264903
554,1.0107178172273295
555,2.079872660994258
556,1.5865199407914203
557,1.1702033245669632
558,1.5064023566514182
559,0.6728795977791875
560,1.1172863600042557
561,3.130633018240836
562,1.0387562186256707
563,0.842653762831581
564,3.0841494232092206
565,1.0526138985188
566,1.4637931414330978
567,1.5567265726312043
568,0.6161925753115621
569,1.684536096039953
570,2.0132274100021004
571,1.4016303426345504
572,0.3937254601166392
573,1.4785225236706336
574,3.2870281021534176
575,0.7964751604849104
576,0.9428713253789757
577,1.6990060062219752
578,0.7425949181353868
579,1.907216439981772
580,1.810258560205015
581,0.981115253853162
582,1.3616927307404052
583,0.8028612027401841
584,0.9436955247985912
585,0.9777514635590653
586,0.9363242581624337
587,2.127321864459248
588,3.4196618837362815
589,1.2805013176203595
590,0.46098873659988043
591,1.9252114332110093
592,1.227977054559126
593,0.4131944397894449
594,0.8096970954447005
595,0.7241288860528281
596,1.7080207545223938
597,1.1693850379661648
598,2.415470063251751
599,0.7154225500384476
600,1.7596382791217038
601,0.9166451681169479
602,1.5186833572581973
603,2.198084219141524
604,1.4950485246095244
605,1.0936104053826163
606,0.41058437520340174
607,2.0262854837783415
608,3.205923934112369
609,1.2161685000545632
610,1.7122285042569214
611,0.8608044065435559
612,1.240673165759579
613,1.415974026443985
614,0.9216387975624534
615,0.5699690235816542
616,2.4423447855102265
617,0.9199893920409827
618,1.8040359329383557
619,2.1008060234001578
620,1.0190556360300782
621,0.927282898670961
622,1.153655143666783
623,0.3767111465858999
624,0.6225306165696964
625,2.351181517531217
626,1.2476321962341885
627,12.886489290667981
628,1.4753005556943644
629,1.3546741508509677
630,0.8710133211355425
631,1.0092473798380888
632,0.6853843181710007
633,0.7971096197835997
634,0.9580598959068849
635,4.468424811712311
636,2.0681658279394473
637,1.1748872830636088
638,1.836499566661827
639,1.5597388270190318
640,0.9540638703693175
641,2.1444842736887
642,0.560353077278944
643,1.319396231186951
644,0.7347903921853842
645,0.4927496301387992
646,0.5407019755918174
647,1.6563971881476054
648,1.1817936261905848
649,0.6038440280067416
650,1.7700575137336485
651,0.9501714245423546
652,1.7897263421859608
653,1.2076884862671153
654,0.8414513238533564
655,1.9878364770634038
656,1.6687237731884053
657,0.4902741836048396
658,0.7558959861740047
659,1.3421606601602467
660,0.7694558598308904
661,1.419615322907011
662,0.676466938074851
663,0.7547230298660376
664,0.6485044328078886
665,0.6117289548439456
666,1.2877864214705648
667,1.1092426701901992
668,1.493659264363008
669,1.3586866609435466
670,1.8559231016571198
671,1.288649101047758
672,1.2639950692791506
673,0.9907407699430096
674,1.9040653853291318
675,1.8902194400077876
676,2.919012175719488
677,1.1324546752336602
678,0.9718102972871738
679,0.5591098771881639
680,2.8744852757183352
681,0.882408446905602
682,0.921333371340891
683,0.7476507201846981
684,2.9185420580481436
685,3.2795291303230583
686,0.5419544574625449
687,40.22920470391578
688,2.3511080306037884
689,1.1684792853330555
690,2.374610850031345
691,0.9225701314514886
692,1.18139809468512
693,0.6297289352776526
694,2.141983940199237
695,1.9059838213493532
696,2.1926174086303516
697,2.4108638516384917
698,0.7229753359264938
699,0.7106924774652641
700,0.8507861520768353
701,2.4283532238205647
702,0.877883626683601
703,1.174123832309521
704,2.1311102152956725
705,1.4054841574710255
706,1.2639647981445319
707,1.5268944519563883
708,1.022649349599037
709,0.45941588044306947
710,1.1828427291323813
711,1.6621392476274695
712,0.9544442839562077
713,1.512259503261666
714,0.8106717843076017
715,1.2575394137532436
716,1.3858653374684706
717,1.4689955876454834
718,1.477390939332345
719,0.8802742118760097
720,1.0902768869760697
721,0.6944178454595323
722,0.9722906110338183
723,2.449516723696607
724,1.0112076575517337
725,2.28314047420826
726,0.8273604467203811
727,0.3856025080454451
728,1.290587906804449
729,1.2866353073557983
730,2.8839265067969104
731,2.970195777978923
732,1.2017675573451092
733,1.1559545418982697
734,0.8192912815343468
735,1.7930015465267357
736,1.3962797917672924
737,0.5513010384000214
738,4.164842791659006
739,0.7505774515171534
740,0.8333670964971638
741,1.053506098065538
742,1.1412805977399285
743,0.7296417091541556
744,2.8282850938087067
745,0.9925307546868638
746,1.8972895156588394
747,0.5926967414379496
748,0.8120918815400837
749,0.9550358007574309
750,1.1062654671584111
751,1.6882357862032973
752,1.8703396882868828
753,0.6922289786282187
754,1.491463191771502
755,0.843730364411522
756,0.39852134747880175
757,1.4465383572477775
758,1.955529634014411
759,2.142813572340221
760,2.0670381074436284
761,3.602716080940002
762,0.8179157491360725
763,0.6468614795024652
764,2.4448480988652017
765,0.7573229194115576
766,1.0345114919818397
767,1.1853804614637105
768,0.7251795783508512
769,2.7413967377667654
770,2.8707131626693836
771,1.1818183399462823
772,1.4185767377033252
773,2.9371753929280278
774,0.7947821905156505
775,0.9085962864579477
776,3.274214353570137
777,1.841943038241754
778,1.1081368884128466
779,1.7822310307725333
780,1.6201097027321423
781,0.7956995615733801
782,1.3805937324327646
783,0.6208668327885825
784,0.645083394404718
785,0.6946338519073727
786,0.9603210876753618
787,0.7110461706889575
788,1.1764112930640869
789,0.8943297766098183
790,1.4702544012696657
791,0.6896867492273567
792,0.4536299123825999
793,1.0865546850982992
794,0.7597878802674924
795,1.280227470943051
796,1.4651125925653068
797,1.1082184935140118
798,0.884204130555723
799,0.3213669424673617
800,2.6231680278320866
801,1.1716638260463168
802,1.4512460176637592
803,0.6671280203423684
804,1.6535999191987796
805,0.8410090781823568
806,1.1135087925002665
807,2.286143553729909
808,1.3437804137327813
809,3.9383285433728568
810,3.105535963055296
811,1.8555408031848593
812,1.5584641251529807
813,0.6135442208627262
814,1.425329400686653
815,1.2843582891718703
816,0.6822083156811707
817,1.3069540083265405
818,1.574695088540251
819,1.8297293166484314
820,1.9973417975150467
821,0.792950036578635
822,1.0279924088054184
823,1.394885680295211
824,1.7579594258067097
825,0.995928878243453
826,0.4741004303976225
827,1.2561894363387072
828,0.41397346055166984
829,1.2458775325843234
830,1.1345113848347324
831,0.5894800891415416
832,1.7261229003493102
833,1.0419581239867364
834,1.2259766670414582
835,1.5409352221428825
836,1.6715775321051023
837,0.8226906099288728
838,1.2773456991634458
839,1.1081774650591383
840,1.3568839318289094
841,1.9537562637713755
842,1.5251659162341482
843,0.5955828942837862
844,1.6989577510265486
845,1.0624304677779082
846,1.504947869336447
847,3.537446107119395
848,14.118008772578115
849,5.805038366588708
850,0.9287703255527516
851,0.5505781869579645
852,1.370490365461375
853,0.9134150329556181
854,1.3303536780857637
855,0.8565486248820233
856,1.9256264601262718
857,0.9939533852402549
858,1.4857446392008953
859,0.6339435595915232
860,1.7396725128720885
861,2.326501200449659
862,1.7536238226651089
863,0.8739123330517579
864,3.41263199313236
865,3.2247422569294195
866,2.1168383923531513
867,1.9565637348465428
868,1.8879573618832968
869,0.758533579409483
870,1.1210430243403575
871,0.9309584882328984
872,1.4832837077568424
873,0.3699464454973043
874,1.0009918833505567
875,0.6972055616725876
876,0.901997488415032
877,1.3365307519172962
878,0.7031955713632675
879,0.703512378650445
880,1.1238771137760097
881,1.465342805803537
882,1.289042413177131
883,1.4087095636687752
884,0.9063669466196927
885,1.0845214347883072
886,4.513187007207604
887,1.0250834126282018
888,0.6435351379088419
889,1.2702030088110898
890,1.9196197593530682
891,0.8978647333750746
892,0.5102073197720666
893,0.4404981139074653
894,0.7551805310421993
895,1.2519712330545065
896,1.8222097985551826
897,1.1692354915208154
898,0.96746934755143
899,1.8319574294220828
900,1.892496712987985
901,1.3451027206264472
902,1.031966313619944
903,1.215703827289941
904,0.4593969297060851
905,0.6769648671284189
906,5.1963228678634446
907,0.6030755077468221
908,2.188750040687346
909,1.0490229736992829
910,1.099980173443668
911,1.3175783029682102
912,1.4254996361466648
913,1.8898300999877107
914,1.0442599352730444
915,0.5944839751583322
916,1.6094988546403792
917,1.523004328141961
918,0.8590625778745274
919,0.6283088655497214
920,1.3431917304294563
921,1.0038404335348277
922,1.3877831529045712
923,0.6698700089549378
924,0.9267430143478672
925,0.5421908596513927
926,1.838271515599726
927,8.99829688513334
928,1.138232217543669
929,1.6546626277870593
930,0.7284414423974264
931,0.9605288023764867
932,1.5406857819516515
933,0.9877426379280664
934,1.401272018188918
935,1.212568563682058
936,1.3262257508418993
937,1.5400024619857915
938,3.5892361547568017
939,1.039760766636399
940,0.9223085611815854
941,1.3227687779383446
942,1.5896346512344437
