,FMD
517,0.9129888081681075
518,1.5684573485373021
519,0.8583489224225932
520,0.6965276732905359
521,0.6991857363774016
522,0.8914398777004223
523,0.8353913861453923
524,0.6338240820594264
525,0.9023035847715386
526,0.7147699653765403
527,0.6819374985831032
528,0.7748861026482661
529,0.620534567956819
530,1.1184893700114087
531,0.9030231182571449
532,0.748545817224823
533,1.124076271479623
534,0.6914625536566595
535,0.7566340014887034
536,0.8557284951764403
537,0.6211811324321271
538,0.7663389711518033
539,0.5112373570283231
540,0.7598736486229868
541,0.5836202312402159
542,0.46266026765088175
543,0.7972335823314697
544,0.623437867207496
545,1.170591925112972
546,0.721369921406845
547,0.9331857559000836
548,0.5015276194965913
549,0.9501380774459756
550,1.0763306733718048
551,0.4539954020722696
552,0.6231647517857596
553,0.5046893085070236
554,0.711709308996001
555,0.842340592133462
556,0.8857111590352529
557,0.6675928338731081
558,0.8266474556813385
559,0.5959906134533889
560,0.7999392347030758
561,1.1711283824226593
562,0.7529126399672085
563,0.5430649787382328
564,0.9461073448456235
565,0.7409184295339986
566,0.7508955798495248
567,0.8572136451171338
568,0.6094825661192955
569,1.0542180996909405
570,0.6682072466133123
571,0.8771898050402379
572,0.4291307579551655
573,0.8937986305059825
574,1.2421420360875726
575,0.6041018945002254
576,0.7009478558297622
577,0.9816834128108072
578,0.6861029846923239
579,1.027799824739801
580,0.9154697904719181
581,0.7366379288063798
582,0.6430419439024708
583,0.6012776548115647
584,0.6969672974479011
585,0.731480376843386
586,0.7292801617940814
587,1.0032440863963223
588,1.3214896149658397
589,0.8319696744521159
590,0.4923134885116967
591,0.9143296600335726
592,0.779597699420209
593,0.48889063525977916
594,0.7055735462874746
595,0.6470485557129384
596,0.9424263373096637
597,0.856909784240456
598,1.134383113950787
599,0.6047467722528492
600,0.9841141762843303
601,0.7330099313528293
602,0.8242315871002649
603,1.0784452872014185
604,0.8048293985406081
605,0.722913539859522
606,0.4367102947022772
607,0.9475737691445261
608,1.3639737902681113
609,0.744068380674752
610,0.9120805972207494
611,0.6710661060492283
612,0.6715569517318409
613,0.9166891072934638
614,0.6507327624170187
615,0.5832262136241202
616,1.2119264183291818
617,0.7219471629478632
618,0.9485993102114035
619,0.998301799614978
620,0.7502788645802301
621,0.7086863250518972
622,0.7450194087902713
623,0.47405088838823456
624,0.6261874785981318
625,1.2155350528181568
626,0.8171796040289504
627,1.464688653082005
628,0.7822525633031824
629,0.9124598193633202
630,0.6073841560011444
631,0.7209919523685102
632,0.6425568377292713
633,0.6882828834868352
634,0.7488266773223006
635,1.1767355725560846
636,1.1511028287736336
637,0.7670989897760487
638,1.0159378976488842
639,0.7825771475274151
640,0.606128300755581
641,1.0358572717415415
642,0.5590189231790745
643,0.921981282208437
644,0.5898785159669082
645,0.5758467601127593
646,0.5668993323447941
647,0.9224465077478985
648,0.7485397395247103
649,0.6124059414530073
650,0.9497896276798423
651,0.7383430483121519
652,1.050034932460219
653,0.7294041716366356
654,0.7360743679210683
655,1.192834663376006
656,0.9445603475455888
657,0.5161780608341758
658,0.6199586461300146
659,0.9590203882277535
660,0.6033550036068304
661,0.8703742218573712
662,0.6244952948232682
663,0.600296978634019
664,0.6368046322691393
665,0.5768598502662717
666,0.7527241299026992
667,0.7844414902236037
668,0.8928683576290188
669,0.7821641970007656
670,0.9333040493394875
671,0.9683933370450728
672,0.7705762228020797
673,0.7311005564137651
674,0.8739615002147418
675,0.9254090583454823
676,1.2187497496108368
677,0.8250466024422135
678,0.7131441402151596
679,0.5253008863081048
680,1.2397073525529292
681,0.7047171785335796
682,0.7074035664694801
683,0.6477518323383828
684,1.2405755091374253
685,0.8487396898056482
686,0.6060885833062949
687,1.7548583166228127
688,1.0249150674677419
689,0.7860685116257287
690,0.8949125754353436
691,0.7181836571149278
692,0.8481911097111485
693,0.5317071321888424
694,1.1034967174105952
695,0.913678954136616
696,1.0211585221627615
697,1.2166819403853166
698,0.6271328207375746
699,0.644083715057307
700,0.6292923411157015
701,1.2764901636740402
702,0.6906642873202462
703,0.7456271482585096
704,1.0279203646201185
705,0.870402709386485
706,0.7926249764082469
707,0.9336531270668144
708,0.7347284899289357
709,0.46212751137761493
710,0.7415771689618039
711,0.9403352378385691
712,0.7361808089547036
713,0.8634462490373096
714,0.6761504947880143
715,0.7510578880667518
716,0.8592776235420425
717,0.9479891860617179
718,0.9143983645004616
719,0.655892109451194
720,0.7427721721744563
721,0.6162735346156482
722,0.8460473621974696
723,1.3018144348907998
724,0.7407670416674688
725,1.0989545536900658
726,0.7085060645557674
727,0.5011473480033468
728,0.9484573352722547
729,0.8779590345097918
730,1.1257008672328102
731,1.123283793151099
732,0.877497091686676
733,0.7196035751851175
734,0.646904051988666
735,1.0134202153033398
736,0.7580921318120517
737,0.5394592922662749
738,1.2954227356941603
739,0.6625309625765707
740,0.644380714100303
741,0.7110133357267046
742,0.777734614263827
743,0.6158215244245286
744,1.245331295938107
745,0.6748283293535968
746,0.8569175100721077
747,0.5432191277297704
748,0.650737194153964
749,0.5828996652862589
750,0.7491641960688703
751,0.9807375115048478
752,0.8783451944033628
753,0.6752449684446248
754,0.9178068566746302
755,0.7112447695867645
756,0.4840489562661926
757,0.830368694217317
758,0.9504129754851584
759,1.145076995176433
760,1.090804115601383
761,1.3776354063576757
762,0.6457169481952313
763,0.5914184572141541
764,0.9634975475318358
765,0.665646658855509
766,0.6085558620654885
767,0.8315662821253875
768,0.6863971269794173
769,1.04911724508552
770,1.1018045245850796
771,0.8025512413469336
772,0.8769829338831606
773,1.484369505367645
774,0.6528066898585453
775,0.67398423320709
776,1.0121905743238946
777,0.9970576293865535
778,0.741272835179161
779,0.8430733477948267
780,0.8072386528216342
781,0.715985909882813
782,0.8727346452953313
783,0.6079323353572126
784,0.5454926328061918
785,0.5555434287228194
786,0.7438669833057645
787,0.6057713837738968
788,0.7117289273238645
789,0.7224720498799836
790,0.8305226248460843
791,0.638525333272078
792,0.5174588137191463
793,0.6700173515800557
794,0.6770715339436024
795,0.8233064862992655
796,0.9582450639203203
797,0.7830977214037421
798,0.6644901587665578
799,0.44412107744955326
800,1.0079080951950599
801,0.8610198003806996
802,0.9551899474168662
803,0.612390251270654
804,0.9396697775486553
805,0.6591615244481425
806,0.7707057140290107
807,0.9707952204151774
808,0.8112677877738623
809,1.219884877022869
810,1.170830973159107
811,1.122493976317575
812,1.0085003546831606
813,0.5752426211252792
814,0.7979751795606379
815,0.9342451250768695
816,0.6923991801317757
817,0.8610816124941623
818,0.8058402196371139
819,1.0731012925794212
820,0.8004391159381068
821,0.6795026459271736
822,0.6801228405971189
823,0.9160195827521246
824,0.9374925573414465
825,0.7393033028789937
826,0.5816477961328704
827,0.8510977954652807
828,0.44417628475969445
829,0.7432151912025307
830,0.7855986968104327
831,0.633757252514954
832,1.0000969268510893
833,0.7579359455329339
834,0.7181662165814776
835,0.7997679897190069
836,0.9902198238058559
837,0.6201873599407913
838,0.8673516651540537
839,0.699830790232256
840,0.8219710088353108
841,0.9847397046817454
842,1.0513677003336095
843,0.6081089089691845
844,1.0536855890476655
845,0.7297732622932611
846,0.9341397167440117
847,1.0415726946179067
848,1.2792447000932823
849,1.056807930071961
850,0.6897476560451464
851,0.5642183714179755
852,0.9135570356307275
853,0.7075893098509488
854,0.6458681428487723
855,0.6978227691748639
856,0.970098756481539
857,0.7414283035679499
858,0.8556342013747275
859,0.6199827899473522
860,0.8621674502925722
861,0.8964690538553804
862,1.0055504443697707
863,0.6734304323348834
864,1.4899331924651977
865,1.2143151943676398
866,0.8416944168666133
867,1.0647895430831016
868,1.0753768290436168
869,0.6449338486814705
870,0.7900700788954231
871,0.7316003637461261
872,1.0161134350225036
873,0.4282033684931335
874,0.6397278097818313
875,0.5189866629904752
876,0.6985868914936327
877,0.8300400065031918
878,0.6208838933043646
879,0.6486539844452645
880,0.7594304276889032
881,0.776658093633658
882,0.7706696902716575
883,0.8068033812422254
884,0.7127224992855451
885,0.7539490031361271
886,1.3522649945871537
887,0.6529302129818703
888,0.5804004138135077
889,0.7197438309473815
890,0.8787743453365923
891,0.6666470917747828
892,0.5511538631706674
893,0.4922126873826108
894,0.61843566249592
895,0.8639387339167999
896,0.9269106153585974
897,0.8040157881645882
898,0.7093643116240889
899,1.1540934841168005
900,0.9221440027218364
901,0.8315313514963909
902,0.703224649480706
903,0.8370293698041104
904,0.5496089283157776
905,0.6418408512134142
906,1.2087581535967742
907,0.5829044307782957
908,0.8408768411052505
909,0.7107331006659365
910,0.7226370325975149
911,0.806204981888895
912,0.858678577540385
913,1.1074800125301223
914,0.8045641585453711
915,0.5849256784923648
916,0.9268973600221502
917,0.8809366769251454
918,0.6953402576413602
919,0.6674247091770874
920,0.8607044827008592
921,0.7648575089277126
922,0.8876170681777975
923,0.5857451627101443
924,0.7078602619795595
925,0.5583635476843921
926,0.974602416732315
927,1.11506961534387
928,0.7716613085358014
929,0.9869805803742008
930,0.6093670342793348
931,0.6586047502781432
932,0.9805995257129827
933,0.7155126561895963
934,0.8960171630009918
935,0.773907885083581
936,0.7275310435881396
937,0.9159657559538567
938,1.123308564345378
939,0.7549629008520835
940,0.6654581139634873
941,0.7118201081144093
942,0.9399452327656894
