,FMD
0,0.8342657060074328
1,0.6168402314075606
2,1.0233328926565468
3,1.14622927416828
4,0.9743739654702803
5,0.6851649881313233
6,0.8837553462619515
7,0.7844045795381875
8,0.8532209203349223
9,0.5324001965390743
10,0.678705685421532
11,0.8059839304939057
12,0.9732704572556885
13,0.8488816433604612
14,1.0666232348859144
15,0.9568238982870672
16,0.8329939811872692
17,0.6396568543563299
18,0.7198193901148728
19,1.0812173276103476
20,0.8682114249692199
21,0.932783472651598
22,0.6407545184914462
23,0.7923374737092231
24,0.4916088047530029
25,0.6226640759019257
26,0.6357454836149015
27,0.6801230625574194
28,0.5162238673330549
29,0.7413113718880809
30,0.7812360283433709
31,0.6394375348392978
32,0.5508971289599068
33,1.407907575791435
34,0.7360344843477807
35,1.3930379645617983
36,0.6798038703697606
37,1.514389839194518
38,0.8747730977535226
39,0.908884006393478
40,0.5691232982886437
41,0.8380282347136403
42,0.6898940839870492
43,0.6765193626348204
44,0.684485063371283
45,0.8144502498485165
46,0.6400784413041294
47,0.7014154030284889
48,1.0619548363607285
49,1.2480359399010295
50,0.8770540338264401
51,0.7265752290716937
52,0.7126023669492044
53,0.8523586872509372
54,0.9723824183666578
55,0.6780565436117648
56,0.6932687787187624
57,0.9060770972946529
58,0.8439509120383785
59,0.5100888423478355
60,1.01646295191331
61,0.7627047163762736
62,0.7764488068474428
63,0.6553491582790302
64,0.6585441850378126
65,0.7429423227459191
66,0.8277641515047908
67,1.1875929291065617
68,0.7878574952504506
69,0.44937623877328153
70,0.8327862266730296
71,0.7359359212801605
72,0.7560614373732538
73,0.5590817054899196
74,0.9940304634874975
75,0.7670548595776273
76,0.9515091545434033
77,1.0756916051289969
78,0.8703386683510768
79,0.79076851847443
80,0.7969624569921514
81,0.7660167732395671
82,0.8165807885024429
83,0.5883168873101706
84,0.5552075145633488
85,0.9087057972208378
86,0.7287699545487398
87,1.1942936952674523
88,0.9892604305796041
89,0.8024912500657764
90,0.7803647874929767
91,0.5703753057691819
92,0.8895743366591295
93,0.6651841606530853
94,0.7746029980398549
95,0.7840196639906033
96,0.9742435768115323
97,1.0005951263916133
98,0.8184315213503173
99,0.6791343353063068
100,0.6516870892178631
101,0.8587894072007293
102,0.6544066943518951
103,1.0295384023104484
104,0.7344066678757324
105,0.5300264111917539
106,0.9932273666087841
107,0.6786976891046274
108,0.8768287831466829
109,0.5999544553027432
110,0.7178661121572736
111,0.7660585908462945
112,0.9929774589030208
113,0.803329648925485
114,0.9573533454019708
115,0.7792198754609392
116,0.7543475836388392
117,1.0895379081939294
118,0.8572218733759757
119,0.677590208233561
120,0.9211220685889114
121,0.8643018168816738
122,0.8325612464330533
123,0.9731688328924716
124,0.900282989299591
125,1.0202933441046214
126,1.7850710474982276
127,0.7495830744442366
128,1.1529884661374465
129,0.9672568520858584
130,0.8698671350272588
131,0.543116399028718
132,0.7504621804868411
133,1.036817028211672
134,0.45035630264487214
135,0.6746428504042755
136,1.2677109710284424
137,0.5857200721260972
138,0.7563484752467561
139,0.612124966964996
140,1.1143562110037137
141,0.7690693744843443
142,0.9121775531839986
143,0.6016885394620843
144,0.9116031448220279
145,0.7839575624154008
146,0.8896769956921851
147,1.0026114862795243
148,0.8674596218188764
149,0.8191383056917222
150,0.7769319406669163
151,1.1349029915992608
152,1.3413438454611262
153,0.6444695739942813
154,0.8196400287026783
155,0.5868843012010746
156,0.9780692048568124
157,0.7343217599037889
158,1.0830193642855834
159,0.7458090802242059
160,1.449476787757487
161,0.5717499125770141
162,0.6878319741245648
163,1.0853806448362242
164,0.7565493461805401
165,1.3055516301053658
166,0.9037739302717249
167,1.068340275698084
168,0.7710058786252706
169,0.8455331183775187
170,0.5121762712216255
171,0.9358998920760838
172,0.9594275810087329
173,1.1637598446522581
174,0.7308919202767562
175,0.8369821340419108
176,0.6013899128461943
177,0.6501381078559658
178,1.2745619325177606
179,1.123298178327923
180,1.4562268479962575
181,0.7805042412249683
182,0.7864158868468777
183,0.5561830431919813
184,0.561905167410499
185,1.0041125004503697
186,0.6928196970853417
187,0.7274311073834815
188,0.8124747701872916
189,0.6462452479933555
190,0.5267431750047026
191,0.8197661034348225
192,0.7429496234341638
193,0.8057329909292895
194,0.6255081731138161
195,0.8431182993149324
196,0.8754646718429613
197,0.68997595049857
198,0.9727492103682629
199,0.8560146739343814
200,0.8682135321519502
201,1.3270397482292233
202,0.7659906538510405
203,0.922011255879333
204,0.8312317920081379
205,1.4229110951104873
206,0.6344188745570012
207,0.7851410635020829
208,0.9225435964328915
209,0.6212566764268294
210,0.8844264125485524
211,1.0336591553092482
212,0.7885521198918796
213,0.6302624635316697
214,0.6512386222583771
215,0.6922073266387112
216,1.0505795807741631
217,0.6012893486343236
218,1.228558575206128
219,0.6846994844659562
220,0.6835503343503311
221,0.7702990956541954
222,0.984625856874599
223,0.8201155814983385
224,0.8107265565506845
225,0.6680284790400645
226,0.7190934713126391
227,1.2822351908171445
228,1.3547126354742138
229,0.9149174449047857
230,0.8172805114183228
231,0.6748106244665912
232,0.8060750408273909
233,0.7562999922069574
234,0.5639355892737833
235,0.9637352861158786
236,0.44194912874418685
237,0.5863540009993811
238,1.1233580382726196
239,0.9253675634751627
240,0.7692057912565117
241,1.098313401904473
242,0.5999140489518326
243,0.822925889278563
244,0.8443380922340306
245,0.9662574540707585
246,0.6369842770548454
247,0.9281178069064907
248,0.6847103724527641
249,0.7846168809175003
250,0.617128530864998
251,0.7940921221487353
252,0.702232127865445
253,0.7250188990489376
254,1.1237402580747362
255,0.9746268250140776
256,0.7699896016929297
257,1.210153595050606
258,0.5386372840296203
259,1.312315599106564
260,1.1753250152265522
261,0.6790159371983077
262,0.7482188160137307
263,0.9216467965964784
264,0.92534801033176
265,0.6258797997290227
266,0.6307223633414415
267,0.6967405811250887
268,1.094960695249038
269,1.1843677927990823
270,0.6541969690429678
271,0.6384362523056633
272,0.5988775751577857
273,0.7852079053046949
274,0.591732186939082
275,0.5652115518598038
276,0.6207261588441867
277,0.8115062463174283
278,0.9907711277279647
279,0.8585461576149237
280,0.9214277120428902
281,0.7688365864474139
282,0.7436686208964032
283,0.5113420761260687
284,0.6891981148500937
285,0.9518140218854969
286,0.9176505967189587
287,0.8772105391446523
288,0.9017556982934293
289,0.6744438969576922
290,0.7616699084491232
291,0.5987739817862248
292,0.7694607291195792
293,0.6077613545883406
294,0.8662821273173079
295,0.8972040964030422
296,0.736354573646549
297,0.6442366092161139
298,0.6036529919783834
299,1.113018670331407
300,0.715171905556143
301,0.9291022068649035
302,0.7441056026197148
303,0.7031723452097639
304,0.827061070687947
305,0.7014143660199799
306,0.783831881788663
307,0.6081432510604893
308,0.8719349831405181
309,0.9802883447465828
310,0.6584078824639811
311,0.873587587845667
312,0.6718222401701753
313,0.9627610061479009
314,0.6814885423240755
315,1.1653380149066863
316,0.7437748701071307
317,0.7828828030708143
318,0.5382996569685716
319,0.7438854022959958
320,0.5619110079958815
321,0.6515041364914176
322,0.5877083504322433
323,1.0805791302306549
324,0.7932079752219174
325,0.9351162068109479
326,0.6917439627692823
327,0.589158816934424
328,0.5689342620222807
329,1.0427907769286846
330,0.8536957213103368
331,0.987916317599289
332,0.7069766159290325
333,0.6011428228705042
334,0.9681922834407957
335,0.9141835286960505
336,0.9506394626780318
337,0.7374464682018014
338,0.6713651290297388
339,1.0541389004611958
340,1.1293545135253886
341,0.9363763448836384
342,0.8167173392967249
343,0.6179915141260617
344,0.5840542403301057
345,0.7878629709173012
346,1.0019792596208907
347,0.8212788927275686
348,0.8129831955965113
349,0.6414179414818494
350,1.0896565229451582
351,0.8417852965226975
352,0.9343766204300071
353,0.6921212733207038
354,0.9420508910609061
355,0.8076746861849965
356,1.0146266191631022
357,0.9639877032679492
358,0.5866452591510025
359,0.5774304658510508
360,0.603252620940795
361,1.1587452009683152
362,1.0130316763518818
363,0.8573665283600279
364,0.7868918145428351
365,1.3714767779906685
366,0.8850814715999621
367,0.7603325639417485
368,0.7212670660757308
369,0.7015555358985625
370,0.7732141886137378
371,1.1446325356924125
372,0.6919002474842175
373,0.9724139859977725
374,0.6154885882275812
375,0.44372330847089597
376,0.6480527265185776
377,0.5104038245894502
378,0.6501968682444156
379,0.74296243231641
380,0.787493592787596
381,0.9808872890618165
382,0.7862920915736828
383,0.7316069008738091
384,0.9665815579112783
385,0.6662338093802151
386,0.8794529561849466
387,1.063420947331968
388,0.6558286435379195
389,0.9385898427409978
390,0.7016851395383131
391,0.8194992133358817
392,0.6545859355675901
393,0.7387800667836922
394,0.8204152700840007
395,0.6409006906853477
396,0.7460884404200674
397,0.6402832374364343
398,0.7591098768606659
399,0.6568570419431553
400,0.9262472489001143
401,0.6329857976657347
402,0.9369519899054082
403,0.7993246552929295
404,1.5619399874499165
405,0.7750128050120689
406,0.5548245164586998
407,0.8984049439035736
408,0.7596124830052003
409,0.809524326104827
410,0.5418797146142253
411,0.5214708948284098
412,0.6723517593056415
413,0.8226135099200766
414,0.762381381735152
415,0.8292598949401325
416,0.6641882998350405
417,1.496804178423285
418,0.6365998210773884
419,0.730211420235525
420,0.7757213131530715
421,0.6499119513826567
422,0.6131427573927759
423,1.1807736713631238
424,0.8900749911704892
425,0.5652496200394983
426,1.4788098674617993
427,0.8830184311826266
428,0.5750993202036822
429,0.6791607139424761
430,0.5907883699305506
431,0.8416182508928644
432,0.8400286804109671
433,1.293421277822272
434,0.7352446401309461
435,0.7498479421886141
436,0.8555687935713507
437,0.9126485175704601
438,0.6939292875520627
439,1.0919259642566599
440,0.6300027891074013
441,0.65701858868335
442,1.1537288496622973
443,0.7490824815984577
444,1.5895959243888496
445,0.8602648760144302
446,0.6541433454098466
447,1.1409812658100424
448,0.8197365956624639
449,0.682471978926964
450,1.1493966333181682
451,0.9150630526206738
452,0.6406926647189489
453,0.9484489926501126
454,0.5135823573102328
455,0.6329495306931484
456,0.6918410417454414
457,0.735407458903515
458,0.832897293417
459,0.7357784126623335
460,0.9144576194735367
461,1.0903579013755462
462,0.9709931214055689
463,0.7455873901166127
464,0.7044709462516151
465,0.8724520685143373
466,0.7301101388645861
467,0.6415080308412415
468,0.6388622691400465
469,0.6784636291576838
470,1.4895478015615555
471,1.1677870290672652
472,0.6567808539311523
473,0.6381884699812406
474,1.0871616685855983
475,0.6487338516227396
476,1.1319184275307332
477,0.9097437692471098
478,0.7090333024980023
479,0.5882237797810994
480,0.6564923284995522
481,0.5827551754712414
482,0.9138102818202637
483,0.7825134147169711
484,0.8162365994344711
485,0.7219123464074786
486,0.8119498728832274
487,0.6922446691015275
488,0.985221178603616
489,1.1389056874142447
490,0.7957472650031885
491,0.8560693384158764
492,0.9197169874859776
493,0.7858645752296208
494,0.9909915392033757
495,1.0852940084096223
496,0.6406502806299544
497,0.804135171342528
498,0.7507355420465094
499,0.7371334569307262
500,0.5955114648200299
501,0.908789828403447
502,0.9889079927700705
503,0.634243080203457
504,0.7821336401720961
505,0.7205153275989191
506,1.5274481821457555
507,0.7244405867636273
508,1.1310088432927419
509,0.6842539540553348
510,0.9769640120556512
511,0.7595872211587302
512,0.9717365946874349
513,0.6221723682901077
514,0.8635979625712377
515,0.6650016359361112
516,0.9756010020012564
