,Degsim
615,0.6061217199762193
616,0.3666844520671898
617,0.5695255420560406
618,0.5371226472908873
619,0.3717480687067258
620,0.47140765789823486
621,0.5214245492985029
622,0.37173593700982577
623,0.552376269679403
624,0.4762980977886463
625,0.5174710652771998
626,0.5030312479624888
627,0.4189600604127569
628,0.4415280936555298
629,0.47124418356260867
630,0.4852181805226544
631,0.5280488314042291
632,0.3540418863125904
633,0.5646175183193756
634,0.41992391751655045
635,0.3603658087076648
636,0.4849482978717649
637,0.5148292669616674
638,0.4372651037006564
639,0.38442410647150055
640,0.29161269271448453
641,0.4994353913462232
642,0.5380893430172938
643,0.4447833545875036
644,0.47670914347212046
645,0.5400183573535848
646,0.34744726732057074
647,0.5573477545594516
648,0.44025960346208315
649,0.6222751205406771
650,0.4187446760151827
651,0.40690567861492016
652,0.5740311660210924
653,0.5011395206063891
654,0.52834450185152
655,0.49858627860214194
656,0.39196765796118543
657,0.3701423965646779
658,0.5265829164503129
659,0.5400783892900844
660,0.4930925872999968
661,0.3321225207840516
662,0.4762022218337387
663,0.5192268054948082
664,0.4553168132933384
665,0.5741993049687613
666,0.34132981869626444
667,0.40797618882798525
668,0.43238287588391966
669,0.3536024405190312
670,0.49611826936333847
671,0.35756929029644813
672,0.5664224098077548
673,0.5430777246980865
674,0.35578962301805683
675,0.37628630137069496
676,0.38044438337576625
677,0.47779443239807734
678,0.3930967154430839
679,0.40792853394744943
680,0.3983852358538106
681,0.6220475601872903
682,0.4912372197802302
683,0.4041586564073061
684,0.4008562121922439
685,0.46398513489729787
686,0.47549053590197526
687,0.35444931447684835
688,0.5390952697351428
689,0.4255853304055627
690,0.29208715276960295
691,0.297512146754631
692,0.4982214219507991
693,0.5708970524458564
694,0.4339132644601681
695,0.3715526298433345
696,0.4708089742718551
697,0.4644887045971312
698,0.44649855264207333
699,0.3827553992136913
700,0.46947989114079736
701,0.4195925376446702
702,0.5610806683094353
703,0.424091854401426
704,0.4890550294285777
705,0.48085479946463916
706,0.45464875122204995
707,0.5028957621692076
708,0.5183650769554695
709,0.4353428417628759
710,0.48730830217461796
711,0.4579850707570846
712,0.5283862961525397
713,0.5487962426400681
714,0.550183895987735
715,0.6323428314624404
716,0.5108470792603924
717,0.44961342778162977
718,0.37696050392294966
719,0.5187575803711569
720,0.4269661146612189
721,0.4527078862436939
722,0.3159877423958907
723,0.6158022055531327
724,0.4515074211501293
725,0.26020269750611724
726,0.5850944870037339
727,0.3836558324680815
728,0.4960333997788397
729,0.5121176295292288
730,0.3929335414818921
731,0.46059527112490023
732,0.4959151356178803
733,0.4146506266916954
734,0.4963240239408508
735,0.2813050646492924
736,0.374745925002833
737,0.5658132071761185
738,0.32983372627543295
739,0.5417107596700423
740,0.43793308826540456
741,0.47045566484801415
742,0.44997085851730845
743,0.3064402724192977
744,0.3699968103119329
745,0.5372099383974573
746,0.5687309065299052
747,0.5161493945010533
748,0.5904797319966579
749,0.5474948346984614
750,0.45646318081274473
751,0.5381238259812837
752,0.39391166830762414
753,0.3559109598258035
754,0.572711656247751
755,0.3894094457443761
756,0.5647436241481697
757,0.5290674947605352
758,0.5274800460227353
759,0.2785284210550303
760,0.4570572304915334
761,0.24031863421502705
762,0.42290397920623785
763,0.47844258769330616
764,0.34210284437596106
765,0.5599258471939745
766,0.28522338814842646
767,0.4738509188269191
768,0.3979184868272088
769,0.4717583147942368
770,0.36143952347025277
771,0.5854479262932686
772,0.4408518894429518
773,0.5265372939575107
774,0.5619097631301939
775,0.39750026838418584
776,0.2888019414606645
777,0.41339227527094363
778,0.46701859427633635
779,0.4265996394116517
780,0.39927759306408106
781,0.4872761380118914
782,0.5031755305211902
783,0.6101856572380722
784,0.33398991967715425
785,0.5121013342041675
786,0.5369720532000677
787,0.5568727868845917
788,0.4926201244780808
789,0.5151064168429047
790,0.49851882481683873
791,0.45409845227297635
792,0.5131486026943755
793,0.41634404984468965
794,0.47450783142517744
795,0.5783850069164581
796,0.3806199744403571
797,0.4464781415444742
798,0.2995111784901527
799,0.49893060600816685
800,0.5312601608095336
801,0.44581360114687907
802,0.47128409490167983
803,0.5975765222830838
804,0.49943622015055933
805,0.4746425767592032
806,0.5311321870918884
807,0.4880356650948891
808,0.587789576119133
809,0.5171715012293616
810,0.47352259316303275
811,0.5469417330069765
812,0.3939908551004653
813,0.5127065202751608
814,0.5360820056421747
815,0.5208540699130513
816,0.4353193220148814
817,0.5044782937015131
818,0.3969155221771975
819,0.5524416857928343
820,0.37436676140240893
821,0.2462014787906559
822,0.551165580737816
823,0.45790870212004986
824,0.5089597284918759
825,0.5469365376539407
826,0.5832691775565892
827,0.3604968942726404
828,0.3399624306387968
829,0.49753246289240344
830,0.4054038194510213
831,0.5012881348234208
832,0.5019562827991435
833,0.5186466382940402
834,0.435091402988072
835,0.335242694239961
836,0.401198148757764
837,0.42825201408702274
838,0.42195026873591884
839,0.5690164938247991
840,0.5703144299868942
841,0.4972659794333273
842,0.5546683513320799
843,0.4341561658326286
844,0.42442781770555005
845,0.6223282376881756
846,0.4356613455143698
847,0.5090275689388943
848,0.24791985604190508
849,0.44373527664864004
850,0.4158511118789752
851,0.42518903962242005
852,0.584435161775639
853,0.4945159471909881
854,0.3312501959016968
855,0.5955192712982613
856,0.3206592671387456
857,0.36377787237425313
858,0.3067041188878117
859,0.376501484199694
860,0.34963762144354454
861,0.5106379226688166
862,0.6154473820628417
863,0.6114102311169577
864,0.33704258002921206
865,0.48608611271480157
866,0.4609387230807537
867,0.5135276290044561
868,0.4075216158774081
869,0.5529443498426762
870,0.39173245546042323
871,0.46518019667523103
872,0.511947957736329
873,0.37616701449754786
874,0.41555854830182604
875,0.280410327872848
876,0.3379104101897936
877,0.45699871772210693
878,0.5344005256037583
879,0.5706790598317568
880,0.5786380008707982
881,0.5349665516614037
882,0.4760665333901481
883,0.38327790776560566
884,0.4537548724320599
885,0.5506324876468962
886,0.44291128007129404
887,0.25943612082225814
888,0.5594292157576093
889,0.5358558368454778
890,0.4584703425069162
891,0.5807088987377813
892,0.3753714637095367
893,0.44872221327363804
894,0.4087635758834608
895,0.5935933048337231
896,0.5445484276480972
897,0.5499303609814004
898,0.5201292022298976
899,0.2827742169582439
900,0.4618028635456253
901,0.35567222938124193
902,0.4390233100503453
903,0.34312024681319
904,0.4436727781288254
905,0.4402622826367514
906,0.41845576196926554
907,0.4182493226892217
908,0.30744658058949387
909,0.4428594092399207
910,0.4456273697788739
911,0.3893225617376696
912,0.49793665892078537
913,0.24867077663040565
914,0.5497081116697553
915,0.5860499428322228
916,0.3912113129543037
917,0.37853657772895416
918,0.45654172834321904
919,0.5663068456062306
920,0.41468596111359357
921,0.4909714917382198
922,0.46972824811077185
923,0.38605412244849013
924,0.3900154687268467
925,0.5788848609144526
926,0.4426770580731588
927,0.252868109410086
928,0.4487975644608048
929,0.33968512034509
930,0.4738753112008025
931,0.5611821331912752
932,0.5593964892743372
933,0.4670902563252202
934,0.505281297284599
935,0.4781733620432984
936,0.43658336964141375
937,0.5656040358996828
938,0.42327107429253263
939,0.4103467835346333
940,0.41993661705360097
941,0.3802913705562375
942,0.5071086530910562
